,contributor_name,counts
1183,Musikisomorphie,4
1184,XinPing Wang,4
1185,MyungJoo Ham,4
1186,Nagy Mostafa,4
1187,Yan Chen,4
1188,Natasha Kononenko,4
1189,Nathan Howell,4
1190,Shawn Presser,4
1191,Nishidha,4
1192,Niranjan Yadla,4
1193,Stanley Bileschi,4
1194,Yoshihiro Yamazaki,4
1195,Neeraj Bhadani,4
1196,Nehal J Wani,4
1197,Wang Yanzhang,4
1198,manipopopo,4
1199,Wang Yang,4
1200,Paul Woitaschek,4
1201,jcf94,4
1202,Spencer Schaber,4
1203,Marcel Hlopko,4
1204,Yoav Ramon,4
1205,Shahid,4
1206,Vaibhav Jade,4
1207,tomguluson92,4
1208,andrewstevens-infineon,4
1209,Vasileios Lioutas,4
1210,Victor Costan,4
1211,Phoenix Meadowlark,4
1212,Martin Patz,4
1213,Victor Melo,4
1214,lanhin,4
1215,Mathew Wicks,4
1216,Victor de Souza,4
1217,Philip Sun,4
1218,Vikram Tiwari,4
1219,Maxiwell S. Garcia,4
1220,Mazhar,4
1221,Peter Kasting,4
1222,lipracer,4
1223,Vit Stepanovs,4
1224,Vitaly Lavrukhin,4
1225,Micael Carvalho,4
1226,sandipmgiri,4
1227,Peng Meng,4
1228,lspvic,4
1229,Michael Reneer,4
1230,Sandeep N Gupta,4
1231,이중건 Isaac Lee,4
1232,Dhananjay Nakrani,4
1233,BY Shen,4
1234,Daniel Ingram,4
1235,Ashutosh Sharma,4
1236,Daniyar,4
1237,Daria Zhuravleva,4
1238,Armen Poghosov,4
1239,David Bieber,4
1240,HuiyangFei,4
1241,Annie Tallund,4
1242,Anish Tondwalkar,4
1243,Julian Gross,4
1244,Dheeraj R Reddy,4
1245,Jared Smolens,4
1246,Julian Wolff,4
1247,Andy Kernahan,4
1248,Andy Craze,4
1249,Andrew Goodbody,4
1250,Andrew Dai,4
1251,Andrew Cotter,4
1252,Gian Marco Iodice,4
1253,Andreas Eberle,4
1254,Anders Huss,4
1255,Dmitry Klimenkov,4
1256,Anand Chakravarty,4
1257,Ilya Arzhannikov,4
1258,Ilya Edrenkin,4
1259,Hugo Pompougnac,4
1260,Guanxin Qiao,4
1261,Jesse,4
1262,Bastian Eichenberger,4
1263,Chen Cen,4
1264,Harald Husum,4
1265,Hanchen Li,4
1266,Chi Zeng,4
1267,Jonas Meinertz Hansen,4
1268,CSJY,4
1269,CQY,4
1270,Chia-hung Duan,4
1271,Chikanaga Tomoyuki,4
1272,Jean-Denis Lesage,4
1273,Christian Ertler,4
1274,Jonathan Wyatt Hoech,4
1275,Christian Hansen,4
1276,Christina Sorokin,4
1277,Christopher Shallue,4
1278,Clemens Giuliani,4
1279,Boris Pfahringer,4
1280,Cloud Han,4
1281,Javier Luraschi,4
1282,Bill Piel,4
1283,Colin Raffel,4
1284,Javi Ribera,4
1285,Comic Chang,4
1286,Jose Ignacio Gomez,4
1287,Courtial Florian,4
1288,Edd Wilder-James,4
1289,Jerome,4
1290,Chad Kennedy,4
1291,James Martens,4
1292,Abhilash Mahendrakar,4
1293,Jing Li,4
1294,Aaron Schumacher,4
1295,Filip Matzner,4
1296,Albert Villanova del Moral,4
1297,Jinze Bai,4
1298,Ethan Saadia,4
1299,Alex Ilchenko,4
1300,Filipe Filardi,4
1301,JaehunRyu,4
1302,Frank Chu,4
1303,Fangjun Kuang,4
1304,François Chollet,4
1305,Williard Joshua Jose,3
1306,TensorFlow Release Automation,3
1307,hehongliang,3
1308,Yoshihiro Sugi,3
1309,Yota Toyama,3
1310,Fausto Morales,3
1311,harold cooper,3
1312,Haosdent Huang,3
1313,Youssef Hesham,3
1314,Panmari,3
1315,Corey Cole,3
1316,haison,3
1317,Fangwei Li,3
1318,Corey Wharton,3
1319,Yuan Mingshuai,3
1320,Yufeng,3
1321,Gustav Larsson,3
1322,CyanXu,3
1323,Gurpreet singh,3
1324,DONGGEON LIM,3
1325,Dan,3
1326,gehring,3
1327,G. Hussain Chinoy,3
1328,Yuming Wang,3
1329,Dan Ganea,3
1330,fwcore,3
1331,PENGWA,3
1332,Natanael,3
1333,Daniel Grazian,3
1334,Johannes Mayer,3
1335,hellcom,3
1336,Codrut,3
1337,Jojy George Varghese,3
1338,Sungmann Cho,3
1339,Xingyu Long,3
1340,Stephen Mugisha,3
1341,Steven Hickson,3
1342,Haiming Bao,3
1343,jonah-kohn,3
1344,Cheney-Wang,3
1345,jfaath,3
1346,Jon Perl,3
1347,Johnson145,3
1348,Haggai,3
1349,Chris Song,3
1350,Christian Clauss,3
1351,Hannah Provenza,3
1352,Neil Girdhar,3
1353,Naurril,3
1354,Fritz Obermeyer,3
1355,Martin Englund,3
1356,Jiaming Liu,3
1357,Jenni Kilduff,3
1358,Fei Sun,3
1359,Christian Jauvin,3
1360,H1Gdev,3
1361,Yunfeng Wang,3
1362,Sven Mayer,3
1363,jpodivin,3
1364,Wenwen,3
1365,Jim Fisher,3
1366,Yoni Ben-Meshulam,3
1367,Yong Tang,3
1368,admcrae,3
1369,feiquan,3
1370,Di Zeng,3
1371,Ethan Kim,3
1372,caster,3
1373,Etienne Pot,3
1374,aaa.jq,3
1375,cbockman,3
1376,Jinjing Zhou,3
1377,Vikram Tankasali,3
1378,bubblebooy,3
1379,cfRod,3
1380,Olivia,3
1381,Mikalai Drabovich,3
1382,Viraj,3
1383,chemelnucfin,3
1384,Trevor Cai,3
1385,bzhaoopenstack,3
1386,Oleg Zabluda,3
1387,My name is,3
1388,Vijay D'Silva,3
1389,George,3
1390,accraze,3
1391,anubh-v,3
1392,Jessan Hutchison-Quillian,3
1393,apantykhin,3
1394,Joachim Gehweiler,3
1395,Mohamed Moselhy,3
1396,Douman,3
1397,Georgios Pinitas,3
1398,b0noI,3
1399,Dustin Neighly,3
1400,MrQianjinsi,3
1401,bhanu prakash bandaru venkata,3
1402,Vadim Markovtsev,3
1403,chengzhi chen,3
1404,Zhou Peng,3
1405,Vidak Kazic,3
1406,Yuriy Chernyshov,3
1407,dmaclach,3
1408,dongpilYu,3
1409,Ouwen Huang,3
1410,Fabio Di Domenico,3
1411,Kabir Kwatra,3
1412,e-lin,3
1413,Darcy Liu,3
1414,dependabot[bot],3
1415,Namrata Bhave,3
1416,Daniel Zheng,3
1417,Tobias Gysi,3
1418,Meng Zhang,3
1419,Goldie Gadde,3
1420,Daniel Speckhard,3
1421,Tomer Gafner,3
1422,Tomohiro Ubukata,3
1423,Evgeniy Zheltonozhskiy,3
1424,dauba-dauba,3
1425,chuanqiw,3
1426,Ewa Matejska,3
1427,Zero Chen,3
1428,Catherine Payne,3
1429,Ondřej Filip,3
1430,cwhipkey,3
1431,Niraj Patel,3
1432,Oscar Ramirez,3
1433,Joel Shapiro,3
1434,Joey Meyer,3
1435,Michael137,3
1436,David Rees,3
1437,Gabriel Bender,3
1438,Tongfei Guo,3
1439,Daniel Salvadori,3
1440,Chenguang Wang,3
1441,kbhute-ibm,3
1442,ry,3
1443,seaotterman,3
1444,Ian Kivlichan,3
1445,Igor Macedo Quintanilha,3
1446,Sam Kaufman,3
1447,Jared Nielsen,3
1448,shengfuintel,3
1449,Andrei Kulik,3
1450,Kristina Chodorow,3
1451,Anand Venkat,3
1452,Amit Kushwaha,3
1453,sunway513,3
1454,Jun Wan,3
1455,Prabindh Sundareson,3
1456,sxwang,3
1457,Aman Kishore,3
1458,ryan jiang,3
1459,Laurent Mazare,3
1460,Alexey Petrenko,3
1461,rposts,3
1462,powderluv,3
1463,preciousdp11,3
1464,pshiko,3
1465,Liam Miller-Cushon,3
1466,puneeshkhanna,3
1467,qhduan,3
1468,qjivy,3
1469,Hugo Sjöberg,3
1470,Phillip Cloud,3
1471,rasmi,3
1472,refraction-ray,3
1473,richardbrks,3
1474,Anuj Rawat,3
1475,Anton Daitche,3
1476,Anthony Liu,3
1477,Ali Elqursh,3
1478,Ronny,3
1479,Asmita Poddar,3
1480,ymodak,3
1481,Abhi Agg,3
1482,Abdullah Selek,3
1483,Raziel Alvarez,3
1484,Raymond Yuan,3
1485,Abdul Baseer Khan,3
1486,zhuyie,3
1487,Aaron Hu,3
1488,zzpmiracle,3
1489,Jacob Burnim,3
1490,王振华 (WANG Zhenhua),3
1491,4F2E4A2E,3
1492,郭同jet · 耐心,3
1493,韩董,3
1494,Rakesh Chada,3
1495,Jake VanderPlas,3
1496,Justin Shenk,3
1497,Richard Mcknight,3
1498,Kevin Mader,3
1499,Adam Paszke,3
1500,Rohan Lekhwani,3
1501,Roger Iyengar,3
1502,v1incent,3
1503,vbvg2008,3
1504,Jan Jongboom,3
1505,vhasanov,3
1506,vijayphoenix,3
1507,Robert DiPietro,3
1508,Rob Sloan,3
1509,Aki Sukegawa,3
1510,Agoniii,3
1511,J Alammar,3
1512,Adityakane2001,3
1513,Kathy Ruan,3
1514,Richard Yu,3
1515,piyushdatta,3
1516,Jianfei Wang,3
1517,Herman Zvonimir Došilović,3
1518,Sherry Yang,3
1519,Shahzad Lone,3
1520,Smit Shilu,3
1521,Huang Chen-Yi,3
1522,Jonathan,3
1523,myPrecious,3
1524,Simone Cirillo,3
1525,Simon Plovyt,3
1526,Shashi,3
1527,leike666666,3
1528,Bharath Ranganatha Mankalale,3
1529,Simon Maurer,3
1530,Pedro Gonnet,3
1531,BashirSbaiti,3
1532,Bin Fan,3
1533,Simon DENEL,3
1534,Jonathan J Hunt,3
1535,Bo Wang,3
1536,liu.guangcong,3
1537,loki der quaeler,3
1538,Brad Huang,3
1539,madisetti,3
1540,SeongJae Park,3
1541,Siju,3
1542,Bramandia Ramadhana,3
1543,Shaba Abhiram,3
1544,Ben Zinberg,3
1545,oclyke,3
1546,Serge Panev,3
1547,Paul Tucker,3
1548,Avijit,3
1549,knight,3
1550,Sergey Mironov,3
1551,Banikumar Maiti,3
1552,Smokrow,3
1553,Rishabh Kabra,2
1554,Hans Gaiser,2
1555,Gabriele Macchi,2
1556,Vlad Firoiu,2
1557,RinozaJiffry,2
1558,Ivan Ukhov,2
1559,Srishti Srivastava,2
1560,Sunoru,2
1561,"Wang, Yanzhang",2
1562,Vishal Bhola,2
1563,Rin Arakaki,2
1564,Ivan Bogatyy,2
1565,Vincent,2
1566,Robert Szczepanski,2
1567,Wenwen Ouyang,2
1568,Frederick Liu,2
1569,Gaurav Shukla,2
1570,Hemal Mamtora,2
1571,Haakan Younes,2
1572,Henry Saputra,2
1573,Vijay Ravichandran,2
1574,Roberto Rosmaninho,2
1575,Harjyot Bagga,2
1576,RichardXiao13,2
1577,Frédéric Branchaud-Charron,2
1578,Wei-Ting Kuo,2
1579,FredZhang,2
1580,Steve Chien,2
1581,Raven Iqqe,2
1582,Smit Hinsu,2
1583,Waqar Hameed,2
1584,WeberXie,2
1585,Randy West,2
1586,Reeze Xia,2
1587,Frédéric Rechtenstein,2
1588,SneakyFish5,2
1589,Rehan Guha,2
1590,Jack Hessel,2
1591,Henry Spivey,2
1592,Reuben Morais,2
1593,Hee Jung Ryu,2
1594,Stephen McGroarty,2
1595,Sumit Gouthaman,2
1596,JKIsaacLee,2
1597,Wei Wei,2
1598,Hahn Anselm,2
1599,Wei Wu,2
1600,Soojeong,2
1601,Wallyss Lima,2
1602,Suraj Upadhyay,2
1603,Thomas Schmeyer,2
1604,Rohin Mohanadas,2
1605,Todd Lipcon,2
1606,Torsten Rudolf,2
1607,IMBurbank,2
1608,Huan LI (李卓桓),2
1609,Stanislaw Antol,2
1610,Tony,2
1611,Tongzhou Wang,2
1612,Sarah Maddox,2
1613,Hyeonji Lee,2
1614,Sergio Guadarrama,2
1615,Thang Luong,2
1616,Sean Morgan,2
1617,Sean Moriarity,2
1618,Tom Carchrae,2
1619,Sean Papay,2
1620,Sean Settle,2
1621,Gautam Vasudevan,2
1622,Sergey Popov,2
1623,Thijs Vogels,2
1624,Gu Wang,2
1625,Hugo,2
1626,ThisIsPIRI,2
1627,Gregory King,2
1628,Giuseppe,2
1629,Tim Zaman,2
1630,Glenn Weidner,2
1631,Tijmen Tieleman,2
1632,Sebastian Raschka,2
1633,Greg Peatfield,2
1634,Gregory Clark,2
1635,Sebastien Iooss,2
1636,Sang Han,2
1637,Tayo Oguntebi,2
1638,Trevor Gale,2
1639,Tyorden,2
1640,Roland Zimmermann,2
1641,Shraiysh Vaishay,2
1642,Victor Villas,2
1643,Victor Akabutu,2
1644,Roman Soldatow,2
1645,Vesnica,2
1646,Isaac Burbank,2
1647,Ruben Vereecken,2
1648,Rui Huang,2
1649,George Manuilov,2
1650,"Varghese, Jojimon",2
1651,Ruizhe Zhao (Vincent),2
1652,Russell Klopfer,2
1653,Shitian Ni,2
1654,Sven-Hendrik Haase,2
1655,Valentin Iovene,2
1656,Vahid Kazemi,2
1657,Heungsub Lee,2
1658,Takayoshi Koizumi,2
1659,Ryan Sepassi,2
1660,Utkarsh Upadhyay,2
1661,"Tang, Wenyi",2
1662,Ryohei Kuroki,2
1663,"Shi,Guangyong",2
1664,Sachin Muradi,2
1665,Téo Bouvard,2
1666,Ikko Ashimine,2
1667,Hollow Man,2
1668,Shaurya Sharma,2
1669,Gil Tabak,2
1670,Vladimir Silyaev,2
1671,Will Battel,2
1672,Benjamin Peterson,2
1673,mouradmourafiq,2
1674,mshr-h,2
1675,nagachika,2
1676,Bayberry Z,2
1677,neargye,2
1678,nihui,2
1679,nmostafa,2
1680,npow,2
1681,ocjosen,2
1682,ouyangwenwen,2
1683,Atlas7,2
1684,Astropeak,2
1685,pnikam-cad,2
1686,Artem Sobolev,2
1687,raghuraman-k,2
1688,raoqiyu,2
1689,ravikyram,2
1690,Arie,2
1691,reinerp,2
1692,Appleholic,2
1693,Anton Loss,2
1694,rpalakkal,2
1695,rsanthanam-amd,2
1696,minds,2
1697,Beomsu Kim,2
1698,Carmezim,2
1699,melvinljy96,2
1700,kouml,2
1701,krantideep95,2
1702,kruglov-dmitry,2
1703,kstuedem,2
1704,Cameron Chen,2
1705,kurileo,2
1706,CJ Carey,2
1707,latyas,2
1708,"Bryon Gloden, CISSP®",2
1709,lewuathe,2
1710,lhlmgr,2
1711,Brian Nemsick,2
1712,lucasmoura,2
1713,Brendan Collins,2
1714,luisleee,2
1715,luxupu,2
1716,lvli,2
1717,m-smith,2
1718,machineko,2
1719,BoyuanJiang,2
1720,maxmelnick,2
1721,Billy Cao,2
1722,mdymczyk,2
1723,scentini,2
1724,sclarkson,2
1725,scott,2
1726,seo-inyoung,2
1727,Akiomi KAMAKURA,2
1728,Akimasa KIMURA,2
1729,weipingpku,2
1730,Aiden Scandella,2
1731,windead,2
1732,winstonq,2
1733,Adrià Arrufat,2
1734,Adam Richter,2
1735,yann-yy,2
1736,Adam Crume,2
1737,yonghuiguo,2
1738,Abin Shahab,2
1739,Abhishek Kulkarni,2
1740,Abe,2
1741,Abdullah Alrasheed,2
1742,zhaozheng09,2
1743,ADiegoCAlonso,2
1744,zmx,2
1745,卜居,2
1746,=,2
1747,372046933,2
1748,黄璞,2
1749,黄鑫,2
1750,Alan Lee,2
1751,Alan Yee,2
1752,vivek-rane,2
1753,Allen Guo,2
1754,serv-inc,2
1755,sharkdtu,2
1756,Andrii Prymostka,2
1757,skavulya,2
1758,Andreas Madsen,2
1759,Amy,2
1760,Amogh Mannekote,2
1761,sunchenggen,2
1762,Amir Yazdanbakhsh,2
1763,superryanguo,2
1764,Alexey Rogachevskiy,2
1765,vchigrin,2
1766,Alexandr Baranezky,2
1767,Alexander Mordvintsev,2
1768,tijmentieleman,2
1769,Alexander Grund,2
1770,Alexander Bayandin,2
1771,Alexander,2
1772,Alex Wiltschko,2
1773,Alex Torres,2
1774,tucan,2
1775,tvn,2
1776,khaled besrour,2
1777,Casper da Costa-Luis,2
1778,William Dmitri Breaden Madden,2
1779,acxz,2
1780,Erik Erwitt,2
1781,Elson Rodriguez,2
1782,angeliand,2
1783,Eliel Hojman,2
1784,ankurtaly,2
1785,anujajakhade,2
1786,armenpoghosov,2
1787,arpan-dhatt,2
1788,Eamon Ito-Fisher,2
1789,Duncan Dean,2
1790,Dumitru Erhan,2
1791,Drake Gens,2
1792,DosLin,2
1793,Dominic Rossi,2
1794,cathy,2
1795,DimanNe,2
1796,cg,2
1797,chadkennedyonline,2
1798,chanis,2
1799,Dhruv,2
1800,RainerWasserfuhr,2
1801,Deron Eriksson,2
1802,coder3101,2
1803,Erik Zettel,2
1804,Eron Wright,2
1805,kborer,2
1806,abenmao,2
1807,Fred,2
1808,William Raveane,2
1809,Franck Dernoncourt,2
1810,Xin Gao,2
1811,Yajush Vyas,2
1812,FirefoxMetzger,2
1813,Yanping Huang,2
1814,Yeqing Li,2
1815,Yi LI,2
1816,Yi-Lin Juang,2
1817,Yong Wu,2
1818,Yuki Ueda,2
1819,Yusef Shafi,2
1820,Falcon Dai,2
1821,Zader Zheng,2
1822,Ewout ter Hoeven,2
1823,Zhaojun Zhang,2
1824,Zhifeng Chen,2
1825,Evan Klitzke,2
1826,Zi Yang,2
1827,Zohar Jackson,2
1828,Zongheng Yang,2
1829,a6802739,2
1830,comet,2
1831,cph,2
1832,darsh8200,2
1833,dcastro9,2
1834,henri,2
1835,Colin Carroll,2
1836,Codrut Grosu,2
1837,hyunyoung2,2
1838,Christopher Bonnett,2
1839,ivallesp,2
1840,jackonan,2
1841,jalammar,2
1842,Christian Goll,2
1843,jayanth,2
1844,jayfurmanek,2
1845,Chris Lesniewski,2
1846,Chris Donahue,2
1847,jhalakp-nvidia,2
1848,jiefangxuanyan,2
1849,Chintan Kaur,2
1850,jmsmdy,2
1851,Chi Wang,2
1852,joaak,2
1853,Cheng CHEN,2
1854,Chen Lei,2
1855,Charles Shenton,2
1856,Chad Whipkey,2
1857,Conchylicultor,2
1858,Cong Xu,2
1859,Croath Liu,2
1860,europeanplaice,2
1861,ddurham2,2
1862,delock,2
1863,dianlujitao,2
1864,djshen,2
1865,David Brailovsky,2
1866,drag0,2
1867,eladweiss,2
1868,Daniel Zhang,2
1869,emlaprise2358,2
1870,error.d,2
1871,evelynmitchell,2
1872,Cédric Deltheil,2
1873,Daniel Visentin,2
1874,firejq,2
1875,Daniel Golden,2
1876,franklin5,2
1877,Daniel Castro Chin,2
1878,Dan Ringwalt,2
1879,ganler,2
1880,Dan Douthit,2
1881,gdh1995,2
1882,Daeyun Shin,2
1883,Jakub Lipinski,2
1884,Phil,2
1885,Oleksii Kuchaiev,2
1886,Linchao Zhu,2
1887,Mehdi Sharifzadeh,2
1888,Mehdi Amini,2
1889,Paul B. Isaac's,2
1890,Koan-Sin Tan,2
1891,PeterLee,2
1892,Meenakshi Venkataraman,2
1893,Martin Hwasser,2
1894,Madiyar Aitbayev,2
1895,PINTO0309,2
1896,Martin Jul,2
1897,Keiji Ariyama,2
1898,Muhwan Kim,2
1899,Keiji Kanazawa,2
1900,Jon Triebenbach,2
1901,Peter Sobot,2
1902,Jan Zikes,2
1903,Maxwell Paul Brickner,2
1904,Laurence Moroney,2
1905,Javier Montalt Tordera,2
1906,Memo Akten,2
1907,Joe Fernandez,2
1908,Krzysztof Drewniak,2
1909,Kate Hodesdon,2
1910,Przemyslaw Tredak,2
1911,Kristian Holsheimer,2
1912,Joao Felipe Santos,2
1913,Jeff Hammerbacher,2
1914,Markus Kunesch,2
1915,Juram Park,2
1916,Ming Li,2
1917,Liubov Batanina,2
1918,Jan Wilken Dörrie,2
1919,Janosh Riebesell,2
1920,Maxwell Bileschi,2
1921,Putra Manggala,2
1922,Pieter de Rijk,2
1923,Matthew Denton,2
1924,Jiri Simsa,2
1925,Piotr Czapla,2
1926,Mani Varadarajan,2
1927,Josip Djolonga,2
1928,Jonas I. Liechti,2
1929,Keunwoo Choi,2
1930,Mortada Mehyar,2
1931,Leonard Lee,2
1932,Marc van Zee,2
1933,Lequn Chen,2
1934,Letian Feng,2
1935,MathSquared,2
1936,Kevin Robinson,2
1937,Neil,2
1938,Nick,2
1939,Patryk Chrabaszcz,2
1940,Max Moroz,2
1941,Nicolas Lopez,2
1942,Patrik Sundberg,2
1943,Mu-ik Jeon,2
1944,John Poole,2
1945,Jason Zaman,2
1946,Marcela Morales Quispe,2
1947,MandarJKulkarni,2
1948,Liang-Chi Hsieh,2
1949,Ken Shirriff,2
1950,PlusPlusUltra,2
1951,Max H. Gerlach,2
1952,Mr. metal,2
1953,Nick Johnston,2
1954,Mandeep Singh,2
1955,Jan Pfeiffer,2
1956,"Maozhou, Ge",2
1957,Naman Bhalla,2
1958,Jongwook Choi,2
1959,Mark Sandler,2
1960,Mark Borgerding,2
1961,Nitin Srinivasan,2
1962,Kun Lu,2
1963,Orivej Desh,2
1964,Jun Kim,2
1965,Oktay Ozturk,2
1966,Justus Schwabedal,2
1967,Pavel Samolysov,2
1968,LIUJIAN435,2
1969,Michael Heilman,2
1970,Jeff Carpenter,2
1971,Jan Horst Hünnemeyer,2
1972,Michele Colombo,2
1973,Qiumin Xu,2
1974,Maciej,2
1975,James Pruegsanusak,2
1976,Nand Dalal,2
1977,Kamil Sindi,2
1978,Mark Neumann,2
1979,Julian Viereck,2
1980,"Kang, Letian",2
1981,Jojy G Varghese,2
1982,Michaël Defferrard,2
1983,Michael Käufl,2
1984,James Ring,2
1985,Jim Fleming,2
1986,Pedro Lopes,2
1987,Michael Moffitt,2
1988,Karen Brems,2
1989,Michael Martis,2
1990,LI Yi,2
1991,Mike Dreves,2
1992,Peng Wang (SIMPENG),2
1993,Longqi Yang,2
1994,Qingqing Cao,2
1995,OverLordGoldDragon,2
1996,Johan Gunnarsson,2
1997,Margaret Maynard-Reid,2
1998,Nayana-ibm,2
1999,Ouyang,2
2000,Johan Nordström,2
2001,Louie Helm,2
2002,QingYing Chen,2
2003,Joppe Geluykens,2
2004,Jon Malmaud,2
2005,Karl Weinmeister,2
2006,Paul Wankadia,2
2007,Pavel Bulanov,2
2008,Krzysztof Laskowski,2
2009,Can Wang,1
2010,ksood12345,1
2011,Maria Romanenko Vexlard,1
2012,kjopek,1
2013,Jonas Liechti,1
2014,koock yoon,1
2015,Camillo Lugaresi,1
2016,Cheng(Kit) CHEN,1
2017,ksellesk,1
2018,Marc Khoury,1
2019,Cameron Thomas,1
2020,Jonas,1
2021,knightXun,1
2022,josh meyer,1
2023,kopytjuk,1
2024,Carl Vondrick,1
2025,krivard,1
2026,Charles Weill,1
2027,Marek Šuppa,1
2028,ktaebum,1
2029,kamalkraj,1
2030,Cem Eteke,1
2031,Cesar Salgado,1
2032,Cesc,1
2033,Chase Roberts,1
2034,Charles-Emmanuel,1
2035,Marco Jacopo Ferrarotti,1
2036,Carlos Hernandez-Vaquero,1
2037,Marco Marchesi,1
2038,jtressle,1
2039,jubjamie,1
2040,june-one,1
2041,Chao Liu,1
2042,Marconi Jiang,1
2043,Marco Gaido,1
2044,Marcos Pereira,1
2045,jsawruk,1
2046,Chen Guoyin,1
2047,Catalin Voss,1
2048,kashyapraval,1
2049,Marcus Ong,1
2050,Castiel,1
2051,Marek Drozdowski,1
2052,jpangburn,1
2053,Marcin Owsiany,1
2054,Chen Yu,1
2055,kchen92,1
2056,kdavis-mozilla,1
2057,Marcin Juszkiewicz,1
2058,Marcel Puyat,1
2059,joshkyh,1
2060,jyegerlehner,1
2061,Brian Zier,1
2062,MaoXianxin,1
2063,maxpumperla,1
2064,merturl,1
2065,melvyniandrag,1
2066,Lynn Jackson,1
2067,meijun,1
2068,Bill Prin,1
2069,mecab,1
2070,Lyo Nguyen,1
2071,Jongwon Lee,1
2072,Jongmin Park,1
2073,Bjørn Moholt,1
2074,Jongmin Baek,1
2075,"Bi-Ruei, Chiu",1
2076,Blénesi Attila,1
2077,matthieudelaro,1
2078,mathgaming,1
2079,Bob Adolf,1
2080,mars20,1
2081,Bofu Chen,1
2082,markf,1
2083,Bohumir Zamecnik,1
2084,marconi1964,1
2085,Boris Daskalov,1
2086,Lyndon White,1
2087,Lutz Roeder,1
2088,Boyuan Deng,1
2089,miqlas,1
2090,Ben guidarelli,1
2091,mpppk,1
2092,Luke Han,1
2093,mosesmarin,1
2094,monklof,1
2095,mlucool,1
2096,Benedikt Linse,1
2097,Benjamin Chetioui,1
2098,Benjamin Gaillard,1
2099,mjwen,1
2100,minoring,1
2101,mholzel,1
2102,Benjamin H. Myara,1
2103,Benjamin Klimczak,1
2104,Joon,1
2105,mikowals,1
2106,Benjamin Mularczyk,1
2107,Luke Schaefer,1
2108,michelleirvine,1
2109,michaelkhan3,1
2110,Benjamin Tan Wei Hao,1
2111,Bernardo Pires,1
2112,Jonghoon Jin,1
2113,Maderator,1
2114,Calpa Liu,1
2115,lekaha,1
2116,lissyx,1
2117,linzewen,1
2118,jojivk-intel-nervana,1
2119,lilac,1
2120,Bruno Goncalves,1
2121,Jonathan Homer,1
2122,levinxo,1
2123,Bruno Rosa,1
2124,Bryan Heden,1
2125,leonard951,1
2126,leiiwang,1
2127,Mandar,1
2128,Jonathan DEKHTIAR,1
2129,lazypanda1,1
2130,Maniteja Nandana,1
2131,Burness Duan,1
2132,Jonathan Alvarez-Gutierrez,1
2133,COTASPAR,1
2134,Manraj Singh Grover,1
2135,lahwran,1
2136,Jonas Ohlsson,1
2137,CUI Wei,1
2138,Brian Diesel,1
2139,Brent Yi,1
2140,Madiyar,1
2141,Mahmoud Aslan,1
2142,Brad Wannow,1
2143,magixsno,1
2144,Mahdi Abavisani,1
2145,Jongbin Park,1
2146,Bradley Reece,1
2147,Brady Zhou,1
2148,lxl910915,1
2149,Mahesh Bhosale,1
2150,Jong Wook Kim,1
2151,lurker,1
2152,Brandon Amos,1
2153,liuyuanqiang,1
2154,Brandon Carter,1
2155,Maksym Kysylov,1
2156,Jonathan Raiman,1
2157,Malith Yapa,1
2158,Brendan Finan,1
2159,Brendan McMahan,1
2160,Brennan Saeta,1
2161,Jonathan Kyl,1
2162,Brent M. Spell,1
2163,liyongsea,1
2164,Cheng-Lung Sung,1
2165,James Bernardi,1
2166,Chengji Yao,1
2167,Johannes Haux,1
2168,foo0x29a,1
2169,Daniel Hunter,1
2170,flyingcat,1
2171,Johannes Lade,1
2172,Daniel Julius Lasiman,1
2173,Daniel Moore,1
2174,fcole,1
2175,Daniel N. Lang,1
2176,fcharras,1
2177,Daniel Rodriguez,1
2178,Mei Jie,1
2179,Maria Vexlard,1
2180,Melissa Grueter,1
2181,Daniel Waterworth,1
2182,ez2take,1
2183,exfalso,1
2184,ewsn1593,1
2185,Melody Guan,1
2186,evaderan-lab,1
2187,ethiraj,1
2188,Johannes Bannhofer,1
2189,Daniel Wong,1
2190,fp,1
2191,Medhat Omr,1
2192,Johannes Schmitz,1
2193,fredbertsch,1
2194,DI ZENG,1
2195,giuros01,1
2196,Matthias Winkelmann,1
2197,Dahan Gong,1
2198,Dalei Li,1
2199,Max Pumperla,1
2200,Dan Aloni,1
2201,Maxim Grechkin,1
2202,Dan Dascalescu,1
2203,Maximilian Bachl,1
2204,Dan Ellis,1
2205,Dan F-M,1
2206,Maximilian Mitchell,1
2207,John B Nelson,1
2208,Dan Lazewatsky,1
2209,gadagashwini,1
2210,Dan Van Boxel,1
2211,Dan Vanderkam,1
2212,Daniel Cardenas,1
2213,John Allen,1
2214,Daniel Erenrich,1
2215,eqy,1
2216,emmjaykay,1
2217,Mengzhen Sun,1
2218,Michael Hofmann,1
2219,David Chen,1
2220,David Dao,1
2221,dmitry.kruglov,1
2222,David DataScientist,1
2223,David Davis,1
2224,David Eng,1
2225,Michael Liao,1
2226,David Goodwin,1
2227,David Jones,1
2228,Michael Melesse,1
2229,David Korczynski,1
2230,dengziming,1
2231,dengzhiyuan,1
2232,David Kretch,1
2233,deepakm,1
2234,David Kristoffersson,1
2235,Michael Peteuil,1
2236,David Pal,1
2237,Michael Zhou,1
2238,davidpham87,1
2239,David Refaeli,1
2240,Johan Ju,1
2241,dongsamb,1
2242,elzino,1
